Symbol,Price,PriceSource,Time,CompletedH1UTC,Trend,Structure,ATR14,Z20,EMA20ATRDist,RVOL20,ProfileMode,POC,VAH,VAL,HVN,LVN,Support1,Resistance1,SetupStatus,AlertLevel,CandidateDirection,LocationScore,AnalysisRequired,Divergence,Bars,Chart
GC,4416.7,completed H1 close,2026-08-18 17:00,2026-08-18T09:00:00Z,MIXED,HH/HL,12.928571428571558,-1.1091671199819002,-0.5706097860557032,0.2967799376762131,VP,4409.945238095239,4442.090476190476,4391.776190476191,4412.7;4396.0;4443.5,4354.0;4356.8;4362.4,4408.0,4420.8,NO_SETUP,0,LONG,40,False,BEARISH DIVERGENCE,280,C:\Users\Administrator\Documents\ChatGPT\MT5_SERVER\ibkr_technical_output\GC_1H.png
